,Drug_ID,Smiles,Selfies
19,PubChem7847791,C[C@@H](OC(=O)c1ccc(-c2ccc(Cl)cc2)s1)C(=O)NCc1ccco1,[C][C@@H1][Branch2][Ring1][#Branch2][O][C][=Branch1][C][=O][C][=C][C][=C][Branch1][N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][S][Ring1][N][C][=Branch1][C][=O][N][C][C][=C][C][=C][O][Ring1][Branch1]
20,PubChem7849162,COC(=O)c1ccc2c(=O)n(C[C@@H](C)O)c(SCCSC)nc2c1,[C][O][C][=Branch1][C][=O][C][=C][C][=C][C][=Branch1][C][=O][N][Branch1][#Branch1][C][C@@H1][Branch1][C][C][O][C][Branch1][=Branch1][S][C][C][S][C][=N][C][Ring1][S][=C][Ring2][Ring1][Ring2]
21,PubChem7849234,COc1ccc(F)cc1C(=O)COC(=O)c1cc(S(C)(=O)=O)ccc1C,[C][O][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][C][O][C][=Branch1][C][=O][C][=C][C][Branch1][=Branch2][S][Branch1][C][C][=Branch1][C][=O][=O][=C][C][=C][Ring1][#Branch2][C]
22,PubChem7849264,COC(=O)c1ccc2c(=O)n(C[C@H]3CCCO3)c(S[C@H](C)C#N)nc2c1,[C][O][C][=Branch1][C][=O][C][=C][C][=C][C][=Branch1][C][=O][N][Branch1][=Branch2][C][C@H1][C][C][C][O][Ring1][Branch1][C][Branch1][Branch2][S][C@H1][Branch1][C][C][C][#N][=N][C][Ring2][Ring1][C][=C][Ring2][Ring1][=Branch1]
23,PubChem7849267,COC(=O)c1ccc2c(=O)n(C[C@H]3CCCO3)c(SCC3CCCCC3)nc2c1,[C][O][C][=Branch1][C][=O][C][=C][C][=C][C][=Branch1][C][=O][N][Branch1][=Branch2][C][C@H1][C][C][C][O][Ring1][Branch1][C][Branch1][O][S][C][C][C][C][C][C][C][Ring1][=Branch1][=N][C][Ring2][Ring1][Branch1][=C][Ring2][Ring1][=Branch2]
24,PubChem47205864,Cc1ccc(F)c(NC(=O)CNC(=O)C2CC2)c1,[C][C][=C][C][=C][Branch1][C][F][C][Branch1][P][N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C][C][C][Ring1][Ring1][=C][Ring1][P]
25,PubChem17397912,O=C(COC(=O)c1ccc(F)cc1Br)c1ccc[nH]1,[O][=C][Branch2][Ring1][Ring1][C][O][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][Br][C][=C][C][=C][NH1][Ring1][Branch1]
26,PubChem47206880,CC(C)(C)NC(=O)CS(=O)(=O)Cc1nnnn1C1CC1,[C][C][Branch1][C][C][Branch1][C][C][N][C][=Branch1][C][=O][C][S][=Branch1][C][=O][=Branch1][C][=O][C][C][=N][N][=N][N][Ring1][Branch1][C][C][C][Ring1][Ring1]
27,PubChem47207122,CC(C)CNC(=O)CS(=O)(=O)Cc1nc(C2CC2)no1,[C][C][Branch1][C][C][C][N][C][=Branch1][C][=O][C][S][=Branch1][C][=O][=Branch1][C][=O][C][C][=N][C][Branch1][=Branch1][C][C][C][Ring1][Ring1][=N][O][Ring1][Branch2]
28,PubChem7847565,O=C(COc1ccccc1Br)NCc1ccc(F)cc1,[O][=C][Branch1][N][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][Br][N][C][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1]
29,PubChem7847590,Cc1ccc(NC(=O)COc2ccccc2Br)c(F)c1,[C][C][=C][C][=C][Branch1][P][N][C][=Branch1][C][=O][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][Br][C][Branch1][C][F][=C][Ring2][Ring1][Ring1]
30,PubChem7847824,CNC(=O)NC(=O)CSc1c(Cl)cccc1Cl,[C][N][C][=Branch1][C][=O][N][C][=Branch1][C][=O][C][S][C][=C][Branch1][C][Cl][C][=C][C][=C][Ring1][#Branch1][Cl]
31,PubChem7847825,COc1ccc(CNC(=O)[C@H](C)Sc2c(Cl)cccc2Cl)cc1,[C][O][C][=C][C][=C][Branch2][Ring1][Branch2][C][N][C][=Branch1][C][=O][C@H1][Branch1][C][C][S][C][=C][Branch1][C][Cl][C][=C][C][=C][Ring1][#Branch1][Cl][C][=C][Ring2][Ring1][Branch1]
32,PubChem7847826,C[C@@H](OC(=O)c1ccc(-c2ccc(Cl)cc2)s1)C(=O)NC1CC1,[C][C@@H1][Branch2][Ring1][#Branch2][O][C][=Branch1][C][=O][C][=C][C][=C][Branch1][N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][S][Ring1][N][C][=Branch1][C][=O][N][C][C][C][Ring1][Ring1]
33,PubChem7847830,CCOC(=O)NC(=O)CSc1c(Cl)cccc1Cl,[C][C][O][C][=Branch1][C][=O][N][C][=Branch1][C][=O][C][S][C][=C][Branch1][C][Cl][C][=C][C][=C][Ring1][#Branch1][Cl]
34,PubChem7847844,CNC(=O)NC(=O)[C@H](C)Sc1c(Cl)cccc1Cl,[C][N][C][=Branch1][C][=O][N][C][=Branch1][C][=O][C@H1][Branch1][C][C][S][C][=C][Branch1][C][Cl][C][=C][C][=C][Ring1][#Branch1][Cl]
35,PubChem17397514,O=C(Cn1ccc2ccccc2c1=O)Nc1ccc(OC(F)F)cc1,[O][=C][Branch1][P][C][N][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][#Branch2][=O][N][C][=C][C][=C][Branch1][#Branch1][O][C][Branch1][C][F][F][C][=C][Ring1][#Branch2]
36,PubChem17397831,Cc1nc2ccc(Cl)cc2cc1C(=O)NCC(=O)NCc1ccco1,[C][C][=N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][=C][Ring1][O][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][C][C][=C][C][=C][O][Ring1][Branch1]
37,PubChem7847640,Cc1ccc(NC(=O)COC(=O)CNS(=O)(=O)c2ccc3c(c2)CCCC3)cc1,[C][C][=C][C][=C][Branch2][Ring2][Branch1][N][C][=Branch1][C][=O][C][O][C][=Branch1][C][=O][C][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][C][C][C][Ring1][#Branch1][C][=C][Ring2][Ring1][N]
38,PubChem7848023,CCCOc1c(Cl)cc(/C=C/C(=O)O[C@@H](C)C(=O)NC2CC2)cc1OC,[C][C][C][O][C][=C][Branch1][C][Cl][C][=C][Branch2][Ring1][=Branch1][/C][=C][/C][=Branch1][C][=O][O][C@@H1][Branch1][C][C][C][=Branch1][C][=O][N][C][C][C][Ring1][Ring1][C][=C][Ring2][Ring1][Ring2][O][C]
39,PubChem7848026,CC(C)CCC(=O)OCc1nnc(-c2ccc([N+](=O)[O-])cc2)o1,[C][C][Branch1][C][C][C][C][C][=Branch1][C][=O][O][C][C][=N][N][=C][Branch1][S][C][=C][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Ring1][=Branch2][O][Ring1][=C]
40,PubChem7848027,CCCOc1c(Cl)cc(/C=C/C(=O)OCc2ccc(C#N)cc2)cc1OC,[C][C][C][O][C][=C][Branch1][C][Cl][C][=C][Branch2][Ring1][Branch1][/C][=C][/C][=Branch1][C][=O][O][C][C][=C][C][=C][Branch1][Ring1][C][#N][C][=C][Ring1][Branch2][C][=C][Ring2][Ring1][Branch1][O][C]
41,PubChem7847602,Cc1cc(C(=O)COc2ccccc2Br)c(C)n1C[C@@H]1CCCO1,[C][C][=C][C][Branch1][S][C][=Branch1][C][=O][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][Br][=C][Branch1][C][C][N][Ring1][P][C][C@@H1][C][C][C][O][Ring1][Branch1]
42,PubChem7847776,Cc1cccc([N+](=O)[O-])c1NC(=O)CSc1c(Cl)cccc1Cl,[C][C][=C][C][=C][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][Ring1][=Branch2][N][C][=Branch1][C][=O][C][S][C][=C][Branch1][C][Cl][C][=C][C][=C][Ring1][#Branch1][Cl]
43,PubChem7847840,CCNC(=O)NC(=O)CSc1c(Cl)cccc1Cl,[C][C][N][C][=Branch1][C][=O][N][C][=Branch1][C][=O][C][S][C][=C][Branch1][C][Cl][C][=C][C][=C][Ring1][#Branch1][Cl]
44,PubChem7848181,COc1cccc(-c2noc(COC(=O)c3ccc4c(c3)NC(=O)CCS4)n2)c1,[C][O][C][=C][C][=C][C][Branch2][Ring2][=Branch1][C][=N][O][C][Branch2][Ring1][O][C][O][C][=Branch1][C][=O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][C][S][Ring1][=Branch2][=N][Ring2][Ring1][Branch1][=C][Ring2][Ring1][O]
45,PubChem17397962,O=C(CCC(=O)N1CCC(c2ccccc2)=N1)Nc1ccccc1F,[O][=C][Branch2][Ring1][Branch2][C][C][C][=Branch1][C][=O][N][C][C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=N][Ring1][O][N][C][=C][C][=C][C][=C][Ring1][=Branch1][F]
46,PubChem7847204,Cc1ccc(-c2nn(-c3ccccc3)cc2C(=O)OCC(=O)c2ccc(F)cc2)cc1,[C][C][=C][C][=C][Branch2][Ring2][#Branch1][C][=N][N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][O][C][=Branch1][C][=O][O][C][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][C][=C][Ring2][Ring1][=C]
47,PubChem47206600,O=C(CS(=O)(=O)Cc1cccc(Br)c1)NC1CC1,[O][=C][Branch2][Ring1][Branch1][C][S][=Branch1][C][=O][=Branch1][C][=O][C][C][=C][C][=C][C][Branch1][C][Br][=C][Ring1][#Branch1][N][C][C][C][Ring1][Ring1]
48,PubChem7847699,CC(C)c1ccc(CSc2nnc(S[C@@H](C)C#N)s2)cc1,[C][C][Branch1][C][C][C][=C][C][=C][Branch2][Ring1][Ring1][C][S][C][=N][N][=C][Branch1][Branch2][S][C@@H1][Branch1][C][C][C][#N][S][Ring1][#Branch2][C][=C][Ring2][Ring1][C]
49,PubChem7847743,N#Cc1ccsc1NC(=O)COC(=O)c1ccc(-c2ccc(Cl)cc2)s1,[N][#C][C][C][=C][S][C][=Ring1][Branch1][N][C][=Branch1][C][=O][C][O][C][=Branch1][C][=O][C][=C][C][=C][Branch1][N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][S][Ring1][N]
50,PubChem7847744,C[C@H](NC(=O)COc1ccccc1Br)c1ccc(Cl)cc1,[C][C@H1][Branch1][P][N][C][=Branch1][C][=O][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][Br][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1]
51,PubChem7849103,Cc1ccc(S(C)(=O)=O)cc1C(=O)OCC(=O)NC(=O)NCCC1=CCCCC1,[C][C][=C][C][=C][Branch1][=Branch2][S][Branch1][C][C][=Branch1][C][=O][=O][C][=C][Ring1][#Branch2][C][=Branch1][C][=O][O][C][C][=Branch1][C][=O][N][C][=Branch1][C][=O][N][C][C][C][=C][C][C][C][C][Ring1][=Branch1]
52,PubChem7847594,O=C(COc1ccccc1Br)Nc1ccccc1OC(F)F,[O][=C][Branch1][N][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][Br][N][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][Branch1][C][F][F]
53,PubChem7847292,CC(C)[C@@H](OC(=O)COc1ccccc1Cl)C(=O)NC(N)=O,[C][C][Branch1][C][C][C@@H1][Branch1][P][O][C][=Branch1][C][=O][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl][C][=Branch1][C][=O][N][C][Branch1][C][N][=O]
54,PubChem7847359,Clc1cccc(Cl)c1C[NH2+]C1CCCCC1,[Cl][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1][C][NH2+1][C][C][C][C][C][C][Ring1][=Branch1]
55,PubChem7847395,CC(C)(C)c1ccc(SCC(=O)N(c2ccccc2)[C@@H]2CCS(=O)(=O)C2)cc1,[C][C][Branch1][C][C][Branch1][C][C][C][=C][C][=C][Branch2][Ring1][#C][S][C][C][=Branch1][C][=O][N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C@@H1][C][C][S][=Branch1][C][=O][=Branch1][C][=O][C][Ring1][#Branch1][C][=C][Ring2][Ring1][Branch2]
56,PubChem7847397,Cc1cc(C(=O)CSc2ccc(C(C)(C)C)cc2)c(C)n1[C@@H]1CCS(=O)(=O)C1,[C][C][=C][C][Branch2][Ring1][=Branch2][C][=Branch1][C][=O][C][S][C][=C][C][=C][Branch1][=Branch2][C][Branch1][C][C][Branch1][C][C][C][C][=C][Ring1][#Branch2][=C][Branch1][C][C][N][Ring2][Ring1][Ring2][C@@H1][C][C][S][=Branch1][C][=O][=Branch1][C][=O][C][Ring1][#Branch1]
57,PubChem7847404,CC(C)(C)c1ccc(SCC(=O)NCCc2ccc(S(N)(=O)=O)cc2)cc1,[C][C][Branch1][C][C][Branch1][C][C][C][=C][C][=C][Branch2][Ring1][N][S][C][C][=Branch1][C][=O][N][C][C][C][=C][C][=C][Branch1][=Branch2][S][Branch1][C][N][=Branch1][C][=O][=O][C][=C][Ring1][#Branch2][C][=C][Ring2][Ring1][#Branch1]
58,PubChem7847530,O=C(CNS(=O)(=O)c1ccc2c(c1)CCCC2)OCCOc1ccc(F)cc1,[O][=C][Branch2][Ring1][#Branch2][C][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][C][C][C][Ring1][#Branch1][O][C][C][O][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1]
59,PubChem7847540,O=C(COC(=O)CNS(=O)(=O)c1ccc2c(c1)CCCC2)NCC(F)(F)F,[O][=C][Branch2][Ring1][S][C][O][C][=Branch1][C][=O][C][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][C][C][C][Ring1][#Branch1][N][C][C][Branch1][C][F][Branch1][C][F][F]
60,PubChem7847596,O=C(COc1ccccc1Br)Nc1ccc2c(c1)CCC2,[O][=C][Branch1][N][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][Br][N][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][C][C][Ring1][=Branch1]
61,PubChem7847603,C[C@H](C#N)OC(=O)CNS(=O)(=O)c1ccc2c(c1)CCCC2,[C][C@H1][Branch1][Ring1][C][#N][O][C][=Branch1][C][=O][C][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][C][C][C][Ring1][#Branch1]
62,PubChem7847609,O=C(COc1ccccc1Br)Nc1cc(Cl)ccc1-n1cncn1,[O][=C][Branch1][N][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][Br][N][C][=C][C][Branch1][C][Cl][=C][C][=C][Ring1][#Branch1][N][C][=N][C][=N][Ring1][Branch1]
63,PubChem7847610,CC(C)[C@@H](OC(=O)CNS(=O)(=O)c1ccc2c(c1)CCCC2)C(=O)NC(N)=O,[C][C][Branch1][C][C][C@@H1][Branch2][Ring1][#C][O][C][=Branch1][C][=O][C][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][C][C][C][Ring1][#Branch1][C][=Branch1][C][=O][N][C][Branch1][C][N][=O]
64,PubChem7847611,C[C@H](NC(=O)COc1ccccc1Br)c1cccs1,[C][C@H1][Branch1][P][N][C][=Branch1][C][=O][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][Br][C][=C][C][=C][S][Ring1][Branch1]
65,PubChem7847612,C[C@H](OC(=O)CNS(=O)(=O)c1ccc2c(c1)CCCC2)C(=O)NC1CC1,[C][C@H1][Branch2][Ring1][#C][O][C][=Branch1][C][=O][C][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][C][C][C][Ring1][#Branch1][C][=Branch1][C][=O][N][C][C][C][Ring1][Ring1]
66,PubChem7847613,C[C@@H](NC(=O)COc1ccccc1Br)c1cccs1,[C][C@@H1][Branch1][P][N][C][=Branch1][C][=O][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][Br][C][=C][C][=C][S][Ring1][Branch1]
67,PubChem7847614,C[C@H](NC(=O)COc1ccccc1Br)c1ccc(F)cc1F,[C][C@H1][Branch1][P][N][C][=Branch1][C][=O][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][Br][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][F]
68,PubChem7847615,C[C@@H](OC(=O)CNS(=O)(=O)c1ccc2c(c1)CCCC2)C(=O)NC1CC1,[C][C@@H1][Branch2][Ring1][#C][O][C][=Branch1][C][=O][C][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][C][C][C][Ring1][#Branch1][C][=Branch1][C][=O][N][C][C][C][Ring1][Ring1]
69,PubChem7847616,C[C@@H](NC(=O)COc1ccccc1Br)c1ccc(F)cc1F,[C][C@@H1][Branch1][P][N][C][=Branch1][C][=O][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][Br][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][F]
70,PubChem7847759,CNC(=O)COC(=O)c1ccc(-c2ccc(Cl)cc2)s1,[C][N][C][=Branch1][C][=O][C][O][C][=Branch1][C][=O][C][=C][C][=C][Branch1][N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][S][Ring1][N]
71,PubChem7847762,CC(C)[C@](C)(C#N)NC(=O)COC(=O)c1ccc(-c2ccc(Cl)cc2)s1,[C][C][Branch1][C][C][C@][Branch1][C][C][Branch1][Ring1][C][#N][N][C][=Branch1][C][=O][C][O][C][=Branch1][C][=O][C][=C][C][=C][Branch1][N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][S][Ring1][N]
72,PubChem7847769,COc1ccc([N+](=O)[O-])cc1NC(=O)[C@@H](C)Sc1c(Cl)cccc1Cl,[C][O][C][=C][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Ring1][=Branch2][N][C][=Branch1][C][=O][C@@H1][Branch1][C][C][S][C][=C][Branch1][C][Cl][C][=C][C][=C][Ring1][#Branch1][Cl]
73,PubChem7848134,Cc1cc(C)c(C(=O)COC(=O)c2ccc3c(c2)NC(=O)CCS3)c(C)c1,[C][C][=C][C][Branch1][C][C][=C][Branch2][Ring1][#C][C][=Branch1][C][=O][C][O][C][=Branch1][C][=O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][C][S][Ring1][=Branch2][C][Branch1][C][C][=C][Ring2][Ring1][#Branch2]
74,PubChem7848316,CC(C)N(C(=O)COC(=O)c1ccc2c(c1)NC(=O)CCS2)C(C)C,[C][C][Branch1][C][C][N][Branch2][Ring1][#C][C][=Branch1][C][=O][C][O][C][=Branch1][C][=O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][C][S][Ring1][=Branch2][C][Branch1][C][C][C]
75,PubChem7849312,COC(=O)c1ccc2c(=O)n(C[C@H]3CCCO3)c(S[C@@H]3CCOC3=O)nc2c1,[C][O][C][=Branch1][C][=O][C][=C][C][=C][C][=Branch1][C][=O][N][Branch1][=Branch2][C][C@H1][C][C][C][O][Ring1][Branch1][C][Branch1][#Branch2][S][C@@H1][C][C][O][C][Ring1][Branch1][=O][=N][C][Ring2][Ring1][Ring2][=C][Ring2][Ring1][Branch2]
76,PubChem7849517,Cc1ccc(S(C)(=O)=O)cc1C(=O)O[C@H](C)C(=O)Nc1ccccc1,[C][C][=C][C][=C][Branch1][=Branch2][S][Branch1][C][C][=Branch1][C][=O][=O][C][=C][Ring1][#Branch2][C][=Branch1][C][=O][O][C@H1][Branch1][C][C][C][=Branch1][C][=O][N][C][=C][C][=C][C][=C][Ring1][=Branch1]
