,Drug_ID,Smiles,Selfies
17,D3062316,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=NC(=NC(=C3)N4CCN(CC4)CCO)C,[C][C][=C][Branch1][#Branch2][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][Cl][N][C][=Branch1][C][=O][C][=C][N][=C][Branch1][Ring2][S][Ring1][Branch1][N][C][=N][C][=Branch2][Ring1][Branch1][=N][C][=Branch1][Ring2][=C][Ring1][=Branch1][N][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][C][O][C]
18,D156422,CC1=CC=C(C=C1)N2C(=CC(=N2)C(C)(C)C)NC(=O)NC3=CC=C(C4=CC=CC=C43)OCCN5CCOCC5,[C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][C][=Branch1][S][=C][C][=Branch1][Ring2][=N][Ring1][Branch1][C][Branch1][C][C][Branch1][C][C][C][N][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][O][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][#Branch2][O][C][C][N][C][C][O][C][C][Ring1][=Branch1]
19,D44150621,CC(C(=O)O)O.CN1CCN(CC1)C2=CC3=C(C=C2)NC(=C4C(=C5C(=NC4=O)C=CC=C5F)N)N3.O,[C][C][Branch1][=Branch1][C][=Branch1][C][=O][O][O].[C][N][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][C][=Branch2][Ring1][=Branch1][=C][C][=Branch1][P][=C][C][=Branch1][=Branch1][=N][C][Ring1][=Branch1][=O][C][=C][C][=C][Ring1][=Branch2][F][N][N][Ring2][Ring1][Ring2].[O]
20,D176167,CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CN(C5=CC=CC=C54)C6CCN(CC6)CC7=CC=CC=N7,[C][N][C][=C][Branch1][O][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=Branch2][C][=C][Branch1][#Branch2][C][=Branch1][C][=O][N][C][Ring1][=Branch1][=O][C][=C][N][Branch1][O][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=Branch2][C][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][C][=C][C][=C][C][=N][Ring1][=Branch1]
21,D176870,COCCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C#C)OCCOC,[C][O][C][C][O][C][=C][Branch2][Ring1][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][=Branch1][=N][C][=N][Ring1][#Branch1][N][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][#C][O][C][C][O][C]
22,D42642645,COC1=CC2=C(C=CN=C2C=C1OCCCN3CCOCC3)OC4=C(C=C(C=C4)NC(=O)C5(CC5)C(=O)NC6=CC=C(C=C6)F)F,[C][O][C][=C][C][=C][Branch2][Ring1][#Branch1][C][=C][N][=C][Ring1][=Branch1][C][=C][Ring1][#Branch2][O][C][C][C][N][C][C][O][C][C][Ring1][=Branch1][O][C][=C][Branch2][Ring2][Branch1][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][Branch1][Branch1][C][C][Ring1][Ring1][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][F][F]
23,D11717001,C1CC(=NO)C2=C1C=C(C=C2)C3=CN(N=C3C4=CC=NC=C4)CCO,[C][C][C][=Branch1][Ring1][=N][O][C][=C][Ring1][#Branch1][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][N][Branch1][=N][N][=C][Ring1][Branch1][C][=C][C][=N][C][=C][Ring1][=Branch1][C][C][O]
24,D16725726,CCN1C2=C(C(=NC=C2OCC3CCCNC3)C#CC(C)(C)O)N=C1C4=NON=C4N,[C][C][N][C][=C][Branch2][Ring1][=N][C][=Branch1][S][=N][C][=C][Ring1][=Branch1][O][C][C][C][C][C][N][C][Ring1][=Branch1][C][#C][C][Branch1][C][C][Branch1][C][C][O][N][=C][Ring2][Ring1][#Branch1][C][=N][O][N][=C][Ring1][Branch1][N]
25,D11617559,COC1=CC=C(C=C1)COC2=C(C=C(C=C2)CC3=CN=C(N=C3N)N)OC,[C][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][O][C][=C][Branch2][Ring1][=Branch1][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][C][=C][N][=C][Branch1][=Branch1][N][=C][Ring1][=Branch1][N][N][O][C]
26,D123631,COC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=C(C=C3)F)Cl)OCCCN4CCOCC4,[C][O][C][=C][Branch2][Ring1][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][N][=C][N][=C][Ring1][#Branch1][N][C][=C][C][=Branch1][=Branch2][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][F][Cl][O][C][C][C][N][C][C][O][C][C][Ring1][=Branch1]
27,D5291,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5,[C][C][=C][Branch2][Ring2][Ring2][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][N][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][N][C][=N][C][=C][C][=Branch1][Ring2][=N][Ring1][=Branch1][C][=C][N][=C][C][=C][Ring1][=Branch1]
28,D4908365,CN1CCN(CC1)C(=O)C2=CC3=C(N2)C=CC(=C3)Cl,[C][N][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Ring2][N][Ring1][Branch1][C][=C][C][=Branch1][Ring2][=C][Ring1][#Branch1][Cl]
29,D11427553,C1CN(CCN1)C(=O)C2=CC=C(C=C2)C=CC3=NNC4=CC=CC=C43,[C][C][N][Branch1][=Branch1][C][C][N][Ring1][=Branch1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=N][N][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=Branch2]
30,D208908,CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl,[C][S][=Branch1][C][=O][=Branch1][C][=O][C][C][N][C][C][=C][C][=C][Branch1][Ring2][O][Ring1][Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][=C][N][=C][Ring1][Branch2][N][C][=C][C][=Branch2][Ring1][Branch1][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][C][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][F][Cl]
31,D126565,CC12C(CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)(CO)O,[C][C][C][Branch2][Branch1][Ring1][C][C][Branch1][Ring2][O][Ring1][Branch1][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=Branch2][Ring1][#Branch1][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Ring2][Ring1][#Branch1][C][Ring1][=Branch2][=C][Ring1][=N][Ring2][Ring1][Ring2][C][N][C][Ring1][#C][=O][Branch1][Ring1][C][O][O]
32,D11485656,CC1=CC(=C(C=C1)F)NC(=O)NC2=CC=C(C=C2)C3=C4C(=CC=C3)NN=C4N,[C][C][=C][C][=Branch1][=Branch2][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][F][N][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][N][N][=C][Ring1][Branch2][N]
33,D9929127,CC1=C(C=CC=N1)C(=O)NC2=C3C(=CC(=C2OC)Cl)C4=C(N3)C=NC=C4,[C][C][=C][Branch1][#Branch1][C][=C][C][=N][Ring1][=Branch1][C][=Branch1][C][=O][N][C][=C][C][=Branch1][O][=C][C][=Branch1][=Branch1][=C][Ring1][=Branch1][O][C][Cl][C][=C][Branch1][Ring2][N][Ring1][O][C][=N][C][=C][Ring1][#Branch1]
34,D11712649,C1C2=CN=C(N=C2C3=C(C=C(C=C3)Cl)C(=N1)C4=C(C=CC=C4F)F)NC5=CC=C(C=C5)C(=O)O,[C][C][=C][N][=C][Branch2][Ring2][Ring2][N][=C][Ring1][=Branch1][C][=C][Branch1][#Branch2][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][Cl][C][=Branch1][Ring2][=N][Ring1][S][C][=C][Branch1][Branch2][C][=C][C][=C][Ring1][=Branch1][F][F][N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O]
35,D10074640,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC(=CS4)C5=CN=CC=C5,[C][C][=C][Branch2][Ring2][Ring2][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][N][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][N][C][=N][C][=Branch1][Branch1][=C][S][Ring1][Branch1][C][=C][N][=C][C][=C][Ring1][=Branch1]
36,D51004351,CC12C(C(CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)N(C)C(=O)C9=CC=CC=C9)OC,[C][C][C][Branch2][=Branch1][#Branch1][C][Branch2][Branch1][Ring1][C][C][Branch1][Ring2][O][Ring1][=Branch1][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=Branch2][Ring1][#Branch1][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Ring2][Ring1][Branch2][C][Ring1][=Branch2][=C][Ring1][=N][Ring2][Ring1][Ring2][C][N][C][Ring1][#C][=O][N][Branch1][C][C][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C]
37,D11667893,CC1(CNC2=C1C=CC(=C2)NC(=O)C3=C(N=CC=C3)NCC4=CC=NC=C4)C,[C][C][Branch2][Ring2][Branch2][C][N][C][=C][Ring1][Branch1][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][=C][Branch1][#Branch1][N][=C][C][=C][Ring1][=Branch1][N][C][C][=C][C][=N][C][=C][Ring1][=Branch1][C]
38,D9915743,CCOC1=C(C=C2C(=C1)N=CC(=C2NC3=CC(=C(C=C3)OCC4=CC=CC=N4)Cl)C#N)NC(=O)C=CCN(C)C,[C][C][O][C][=C][Branch2][Ring2][=N][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][N][=C][C][=Branch2][Ring1][=N][=C][Ring1][#Branch1][N][C][=C][C][=Branch2][Ring1][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][C][C][=C][C][=C][C][=N][Ring1][=Branch1][Cl][C][#N][N][C][=Branch1][C][=O][C][=C][C][N][Branch1][C][C][C]
39,D644241,CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)N3C=C(N=C3)C)C(F)(F)F)NC4=NC=CC(=N4)C5=CN=CC=C5,[C][C][=C][Branch2][Ring2][=N][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][=C][C][=Branch2][Ring1][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][N][C][=C][Branch1][Branch1][N][=C][Ring1][Branch1][C][C][Branch1][C][F][Branch1][C][F][F][N][C][=N][C][=C][C][=Branch1][Ring2][=N][Ring1][=Branch1][C][=C][N][=C][C][=C][Ring1][=Branch1]
40,D447077,CN1C2=NC(=NC=C2C=C(C1=O)C3=C(C=CC=C3Cl)Cl)NC4=CC(=CC=C4)SC,[C][N][C][=N][C][=Branch2][Ring1][#Branch2][=N][C][=C][Ring1][=Branch1][C][=C][Branch1][Branch1][C][Ring1][#Branch2][=O][C][=C][Branch1][Branch2][C][=C][C][=C][Ring1][=Branch1][Cl][Cl][N][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][S][C]
41,D10461815,CC1=C(NC(=C1C(=O)N2CCCC2CN3CCCC3)C)C=C4C5=C(C=CC(=C5)S(=O)(=O)CC6=C(C=CC=C6Cl)Cl)NC4=O,[C][C][=C][Branch2][Ring1][=N][N][C][=Branch2][Ring1][#Branch1][=C][Ring1][Branch1][C][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1][C][N][C][C][C][C][Ring1][Branch1][C][C][=C][C][=C][Branch2][Ring1][=N][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C][C][=C][Branch1][Branch2][C][=C][C][=C][Ring1][=Branch1][Cl][Cl][N][C][Ring2][Ring1][Branch1][=O]
42,D9884685,C1COCCN1C2=NC(=NC3=C2OC4=C3C=CC=N4)C5=CC(=CC=C5)O,[C][C][O][C][C][N][Ring1][=Branch1][C][=N][C][=Branch1][P][=N][C][=C][Ring1][=Branch1][O][C][=C][Ring1][Branch1][C][=C][C][=N][Ring1][=Branch1][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][O]
43,D24180719,CCCS(=O)(=O)NC1=C(C(=C(C=C1)F)C(=O)C2=CNC3=NC=C(C=C23)Cl)F,[C][C][C][S][=Branch1][C][=O][=Branch1][C][=O][N][C][=C][Branch2][Ring1][S][C][=Branch1][=Branch2][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][F][C][=Branch1][C][=O][C][=C][N][C][=N][C][=C][Branch1][#Branch1][C][=C][Ring1][=Branch2][Ring1][=Branch1][Cl][F]
44,D25243800,CC(C)N1C2=C(C(=C3C=C4C=C(C=CC4=N3)O)N1)C(=NC=N2)N,[C][C][Branch1][C][C][N][C][=C][Branch2][Ring1][#Branch1][C][=Branch1][P][=C][C][=C][C][=C][Branch1][=Branch2][C][=C][C][Ring1][=Branch1][=N][Ring1][=Branch2][O][N][Ring1][#C][C][=Branch1][#Branch1][=N][C][=N][Ring2][Ring1][C][N]
45,D10113978,CC1=C(C=C(C=C1)NC2=NC=CC(=N2)N(C)C3=CC4=NN(C(=C4C=C3)C)C)S(=O)(=O)N,[C][C][=C][Branch2][Ring2][O][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][C][=N][C][=C][C][=Branch1][Ring2][=N][Ring1][=Branch1][N][Branch1][C][C][C][=C][C][=N][N][Branch1][N][C][=Branch1][Branch2][=C][Ring1][Branch1][C][=C][Ring1][=Branch2][C][C][S][=Branch1][C][=O][=Branch1][C][=O][N]
46,D17755052,CS(=O)(=O)N1CCN(CC1)CC2=CC3=C(S2)C(=NC(=N3)C4=C5C=NNC5=CC=C4)N6CCOCC6,[C][S][=Branch1][C][=O][=Branch1][C][=O][N][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][C][=C][C][=C][Branch1][Ring2][S][Ring1][Branch1][C][=Branch2][Ring1][Branch1][=N][C][=Branch1][Ring2][=N][Ring1][#Branch1][C][=C][C][=N][N][C][Ring1][Branch1][=C][C][=C][Ring1][=Branch2][N][C][C][O][C][C][Ring1][=Branch1]
47,D11984591,CC1(C(=O)NC2=C(O1)C=CC(=N2)NC3=NC(=NC=C3F)NC4=CC(=C(C(=C4)OC)OC)OC)C.C1=CC=C(C=C1)S(=O)(=O)O,[C][C][Branch2][Branch1][=Branch1][C][=Branch1][C][=O][N][C][=C][Branch1][Ring2][O][Ring1][#Branch1][C][=C][C][=Branch1][Ring2][=N][Ring1][#Branch1][N][C][=N][C][=Branch1][#Branch1][=N][C][=C][Ring1][=Branch1][F][N][C][=C][C][=Branch1][=C][=C][Branch1][=Branch2][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][C][O][C][O][C][C].[C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][O]
48,D153999,CN(C)CC1CCN2C=C(C3=CC=CC=C32)C4=C(C5=CN(CCO1)C6=CC=CC=C65)C(=O)NC4=O,[C][N][Branch1][C][C][C][C][C][C][N][C][=C][Branch1][O][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=Branch2][C][=C][Branch2][Ring1][=Branch1][C][=C][N][Branch1][#Branch1][C][C][O][Ring2][Ring1][Ring2][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][N][C][=Branch1][C][=O][N][C][Ring2][Ring1][C][=O]
49,D25127112,C1CCC(C1)C(CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3.OP(=O)(O)O,[C][C][C][C][Branch1][Ring2][C][Ring1][Branch1][C][Branch1][Ring2][C][C][#N][N][C][=C][Branch1][Branch1][C][=N][Ring1][Branch1][C][=C][C][=C][N][C][Ring1][Branch1][=N][C][=N][Ring1][=Branch2].[O][P][=Branch1][C][=O][Branch1][C][O][O]
50,D176155,CS(=O)C1=CC=C(C=C1)C2=NC(=C(N2)C3=CC=NC=C3)C4=CC=C(C=C4)F,[C][S][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=N][C][=Branch1][#C][=C][Branch1][Ring2][N][Ring1][Branch1][C][=C][C][=N][C][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][F]
51,D24779724,CN1C=C(C=N1)C2=NN3C(=NN=C3SC4=CC5=C(C=C4)N=CC=C5)C=C2,[C][N][C][=C][Branch1][Branch1][C][=N][Ring1][Branch1][C][=N][N][C][=Branch2][Ring1][#Branch1][=N][N][=C][Ring1][Branch1][S][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][=C][C][=C][Ring1][Branch2][C][=C][Ring2][Ring1][Ring2]
52,D3025986,CC(C)(C)C1=CN=C(O1)CSC2=CN=C(S2)NC(=O)C3CCNCC3,[C][C][Branch1][C][C][Branch1][C][C][C][=C][N][=C][Branch1][Ring2][O][Ring1][Branch1][C][S][C][=C][N][=C][Branch1][Ring2][S][Ring1][Branch1][N][C][=Branch1][C][=O][C][C][C][N][C][C][Ring1][=Branch1]
53,D10138260,CC1=C(NC(=C1C(=O)NCC(CN2CCOCC2)O)C)C=C3C4=C(C=CC(=C4)F)NC3=O,[C][C][=C][Branch2][Ring1][=N][N][C][=Branch2][Ring1][#Branch1][=C][Ring1][Branch1][C][=Branch1][C][=O][N][C][C][Branch1][#Branch2][C][N][C][C][O][C][C][Ring1][=Branch1][O][C][C][=C][C][=C][Branch1][#Branch2][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][F][N][C][Ring1][#Branch2][=O]
